MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	HetISq	HetChiSq	HetDf	HetPVal
ENSG00000119285|HEATR1	ad	control	319.00	1.194	0.2323	+-	93.6	15.623	1	7.73e-05
ENSG00000104689|TNFRSF10A	ad	control	319.00	4.540	5.622e-06	++	0.0	0.646	1	0.4216
ENSG00000234388|TXNP3	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000120563|LYZL1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000170128|GPR25	ad	control	319.00	0.990	0.3223	+0	0.0	0.973	1	0.3239
ENSG00000214089|RPL9P21	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000228458|DDX39BP2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000168135|KCNJ4	ad	control	319.00	-2.209	0.0272	--	55.9	2.269	1	0.1319
ENSG00000198369|SPRED2	ad	control	319.00	-0.025	0.9801	+-	76.2	4.210	1	0.0402
ENSG00000243225|AC007686.1	ad	control	319.00	-0.040	0.9678	-0	0.0	0.002	1	0.9679
ENSG00000138193|PLCE1	ad	control	319.00	6.595	4.26e-11	++	88.2	8.474	1	0.003602
ENSG00000075420|FNDC3B	ad	control	319.00	5.405	6.468e-08	++	92.7	13.689	1	0.0002157
ENSG00000234354|RPS26P47	ad	control	319.00	-0.145	0.8849	-0	0.0	0.021	1	0.8852
ENSG00000250848|AC021087.1	ad	control	319.00	0.186	0.8527	-+	0.0	0.181	1	0.6707
ENSG00000111906|HDDC2	ad	control	319.00	-1.204	0.2285	--	0.0	0.035	1	0.8526
ENSG00000206491|PRR3	ad	control	319.00	-0.649	0.5162	--	0.0	0.003	1	0.9578
ENSG00000255533|AC136475.6	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000259525|GCSHP2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000263870|AC015917.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000181045|SLC26A11	ad	control	319.00	-0.793	0.4275	-+	0.0	0.794	1	0.3728
ENSG00000176623|RMDN1	ad	control	319.00	-0.219	0.8266	-+	0.0	0.856	1	0.3548
ENSG00000164187|LMBRD2	ad	control	319.00	-2.154	0.03121	--	0.0	0.212	1	0.6448
ENSG00000154277|UCHL1	ad	control	319.00	-2.182	0.0291	--	0.0	0.848	1	0.3572
ENSG00000251123|AC084752.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000168621|GDNF	ad	control	319.00	-1.625	0.1041	-+	78.1	4.576	1	0.03242
ENSG00000113621|TXNDC15	ad	control	319.00	-1.971	0.04868	--	0.0	0.033	1	0.8557
ENSG00000206501|PPP1R11	ad	control	319.00	-1.098	0.2724	--	0.0	0.859	1	0.3539
ENSG00000125633|CCDC93	ad	control	319.00	0.894	0.3714	++	0.0	0.016	1	0.898
ENSG00000154898|CCDC144CP	ad	control	319.00	1.573	0.1156	++	0.0	0.001	1	0.9776
ENSG00000259873|AC009117.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000268750|AC010522.1	ad	control	319.00	-2.048	0.04061	--	0.0	0.374	1	0.5406
ENSG00000229509|AC244023.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000113597|TRAPPC13	ad	control	319.00	-2.915	0.003553	--	0.0	0.030	1	0.8636
ENSG00000230247|HNRNPH3P1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000198367|OR7A11P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000108823|SGCA	ad	control	319.00	1.559	0.1189	++	39.0	1.638	1	0.2006
ENSG00000213750|AP002982.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000254939|AP003038.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000155368|DBI	ad	control	319.00	3.823	0.0001316	++	61.8	2.616	1	0.1058
ENSG00000278259|MYO19	ad	control	319.00	-2.434	0.01495	--	68.8	3.206	1	0.07337
ENSG00000251112|AC106794.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000226677|IGBP1P1	ad	control	319.00	-0.394	0.6936	-+	30.2	1.433	1	0.2312
ENSG00000178715|AL450998.1	ad	control	319.00	0.401	0.6884	-+	0.0	0.429	1	0.5126
ENSG00000167117|ANKRD40CL	ad	control	319.00	0.423	0.6722	-+	46.0	1.853	1	0.1734
ENSG00000111052|LIN7A	ad	control	319.00	-1.821	0.06868	--	29.0	1.407	1	0.2355
ENSG00000184185|KCNJ12	ad	control	319.00	-0.499	0.6176	+-	0.0	0.370	1	0.543
ENSG00000231206|HNRNPA1P25	ad	control	319.00	2.587	0.009694	++	0.0	0.014	1	0.9061
ENSG00000241721|SUMO1P1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000167825|OR5I1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000232791|OR11I1P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000196465|MYL6B	ad	control	319.00	-2.368	0.01787	--	0.0	0.073	1	0.7868
ENSG00000114503|NCBP2	ad	control	319.00	0.830	0.4065	+-	22.7	1.294	1	0.2554
ENSG00000125485|DDX31	ad	control	319.00	-0.172	0.8638	-+	0.0	0.060	1	0.8066
ENSG00000159335|PTMS	ad	control	319.00	1.170	0.242	++	0.0	0.573	1	0.4491
ENSG00000116117|PARD3B	ad	control	319.00	4.404	1.064e-05	++	64.7	2.832	1	0.09238
ENSG00000255977|AC006927.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000223368|AL513124.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000197674|OR51C1P	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000104524|PYCR3	ad	control	319.00	-3.953	7.725e-05	--	49.6	1.986	1	0.1588
ENSG00000118260|CREB1	ad	control	319.00	1.065	0.2869	+-	83.2	5.948	1	0.01473
ENSG00000213398|LCAT	ad	control	319.00	2.457	0.01403	++	63.3	2.727	1	0.09868
ENSG00000112357|PEX7	ad	control	319.00	-1.169	0.2423	--	0.0	0.073	1	0.7868
ENSG00000256254|AP000619.3	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000180287|PLD5	ad	control	319.00	0.722	0.47	+-	67.0	3.031	1	0.08167
ENSG00000229332|PGBD4P8	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000283402|AC087821.2	ad	control	319.00	0.474	0.6352	++	0.0	0.009	1	0.9236
ENSG00000224802|TUBB4BP2	ad	control	319.00	0.051	0.9595	-+	0.0	0.004	1	0.9487
ENSG00000283062|PGAM1P9	ad	control	319.00	0.001	0.9995	+-	0.0	0.069	1	0.7929
ENSG00000176343|RPL37AP8	ad	control	319.00	0.799	0.4244	++	0.0	0.242	1	0.6229
ENSG00000248249|AC110794.1	ad	control	319.00	2.195	0.02815	++	23.1	1.300	1	0.2541
ENSG00000280404|AC005086.4	ad	control	319.00	-1.300	0.1935	-+	92.4	13.136	1	0.0002897
ENSG00000275594|ADAM32	ad	control	319.00	-1.724	0.08473	--	49.9	1.995	1	0.1579
ENSG00000104660|LEPROTL1	ad	control	319.00	-0.160	0.8725	+-	65.2	2.876	1	0.08992
ENSG00000240167|RPS7P7	ad	control	319.00	0.680	0.4967	++	0.0	0.242	1	0.6225
ENSG00000174353|STAG3L3	ad	control	319.00	-3.680	0.0002336	-+	94.4	17.737	1	2.536e-05
ENSG00000281165|SLC2A6	ad	control	319.00	-1.546	0.1221	--	0.0	0.004	1	0.9477
ENSG00000248907|MTND2P33	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000264911|AC022069.1	ad	control	319.00	-0.055	0.9563	+-	0.0	0.347	1	0.5559
ENSG00000211861|TRAJ28	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000073331|ALPK1	ad	control	319.00	1.548	0.1216	++	0.0	0.463	1	0.4962
ENSG00000166200|COPS2	ad	control	319.00	-0.638	0.5234	+-	0.0	0.994	1	0.3188
ENSG00000258571|PTTG4P	ad	control	319.00	-0.456	0.6487	--	0.0	0.001	1	0.9768
ENSG00000223922|ASS1P2	ad	control	319.00	0.551	0.5819	+-	0.0	0.407	1	0.5233
ENSG00000217414|DDX18P3	ad	control	319.00	0.160	0.8725	-+	0.0	0.106	1	0.7449
ENSG00000228349|RPS26P4	ad	control	319.00	0.644	0.5194	+0	0.0	0.413	1	0.5207
ENSG00000275196|KIR2DL1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000065989|PDE4A	ad	control	319.00	-1.523	0.1277	--	0.0	0.027	1	0.8683
ENSG00000255554|OR7E1P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000101146|RAE1	ad	control	319.00	-1.150	0.2503	--	0.0	0.432	1	0.511
ENSG00000197019|SERTAD1	ad	control	319.00	2.640	0.008295	++	15.8	1.187	1	0.2759
ENSG00000074219|TEAD2	ad	control	319.00	5.822	5.804e-09	++	78.4	4.632	1	0.03138
ENSG00000270306|AL158050.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000116171|SCP2	ad	control	319.00	1.613	0.1068	+-	77.8	4.496	1	0.03397
ENSG00000254685|FPGT	ad	control	319.00	1.107	0.2684	+-	23.5	1.308	1	0.2528
ENSG00000242435|UPK3BP1	ad	control	319.00	-1.096	0.2732	-+	72.7	3.662	1	0.05568
ENSG00000144712|CAND2	ad	control	319.00	-2.131	0.03307	--	36.2	1.567	1	0.2106
ENSG00000166787|SAA3P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000164941|INTS8	ad	control	319.00	0.811	0.4176	++	0.0	0.366	1	0.5454
ENSG00000230869|AGAP10P	ad	control	319.00	-1.184	0.2365	-+	64.9	2.852	1	0.09126
ENSG00000263022|KRT37	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000267699|AC091551.1	ad	control	319.00	0.462	0.6443	++	0.0	0.032	1	0.8574
ENSG00000249259|AC027613.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000141977|CIB3	ad	control	319.00	-0.858	0.3906	-0	0.0	0.732	1	0.3921
ENSG00000278054|AL591926.8	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000084754|HADHA	ad	control	319.00	2.083	0.03723	++	0.0	0.231	1	0.6308
ENSG00000026751|SLAMF7	ad	control	319.00	1.502	0.1331	++	0.0	0.156	1	0.6929
ENSG00000233018|AL732292.1	ad	control	319.00	0.050	0.9602	+0	0.0	0.002	1	0.9603
ENSG00000205329|OR6C3	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000109381|ELF2	ad	control	319.00	1.312	0.1895	++	0.0	0.697	1	0.4037
ENSG00000176402|GJC3	ad	control	319.00	0.036	0.9709	-+	0.0	0.334	1	0.5633
ENSG00000165185|KIAA1958	ad	control	319.00	4.850	1.237e-06	++	0.0	0.226	1	0.6349
ENSG00000267060|PTGES3L	ad	control	319.00	-2.552	0.01071	-+	88.6	8.742	1	0.00311
ENSG00000283771|TMEM256	ad	control	319.00	-3.745	0.0001807	--	92.2	12.814	1	0.0003441
ENSG00000213917|RPL5P8	ad	control	319.00	0.084	0.9328	0+	0.0	0.007	1	0.9326
ENSG00000115486|GGCX	ad	control	319.00	0.778	0.4364	++	0.0	0.227	1	0.6336
ENSG00000256553|TRAV1-2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000169800|RBMY1F	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000170471|RALGAPB	ad	control	319.00	1.224	0.2208	+-	85.2	6.745	1	0.009402
ENSG00000248409|AP000344.2	ad	control	319.00	0.045	0.9643	-+	0.0	0.424	1	0.5152
ENSG00000005243|COPZ2	ad	control	319.00	2.817	0.004853	++	0.0	0.752	1	0.3857
ENSG00000235018|AL137077.1	ad	control	319.00	0.635	0.5254	-+	71.2	3.477	1	0.06223
ENSG00000243137|PSG4	ad	control	319.00	-1.102	0.2704	--	0.0	0.015	1	0.9035
ENSG00000267590|NDUFA3P1	ad	control	319.00	0.119	0.9056	-+	61.4	2.592	1	0.1074
ENSG00000268100|ZNF725P	ad	control	319.00	1.886	0.05926	+-	80.5	5.136	1	0.02343
ENSG00000234839|RPS26P30	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000113272|THG1L	ad	control	319.00	-0.737	0.461	-+	62.1	2.641	1	0.1042
ENSG00000270617|URGCP-MRPS24	ad	control	319.00	0.756	0.4497	+-	32.7	1.485	1	0.223
ENSG00000236770|AC079325.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000163497|FEV	ad	control	319.00	-1.693	0.09041	-0	64.9	2.849	1	0.09142
ENSG00000249904|AC010587.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000224244|AC073508.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000171960|PPIH	ad	control	319.00	-3.720	0.0001994	--	63.0	2.700	1	0.1003
ENSG00000188672|RHCE	ad	control	319.00	-2.670	0.007578	--	78.3	4.601	1	0.03196
ENSG00000164877|MICALL2	ad	control	319.00	0.937	0.3488	-+	72.1	3.578	1	0.05854
ENSG00000136286|MYO1G	ad	control	319.00	-1.465	0.1428	-+	88.3	8.529	1	0.003495
ENSG00000237129|MTCYBP34	ad	control	319.00	0.292	0.7706	+0	0.0	0.085	1	0.7713
ENSG00000172172|MRPL13	ad	control	319.00	-1.099	0.2716	--	0.0	0.002	1	0.9641
ENSG00000185052|SLC24A3	ad	control	319.00	-0.881	0.3781	+-	28.7	1.403	1	0.2363
ENSG00000111271|ACAD10	ad	control	319.00	-1.355	0.1754	-+	82.6	5.753	1	0.01646
ENSG00000100209|HSCB	ad	control	319.00	1.062	0.2885	-+	39.1	1.642	1	0.2001
ENSG00000244754|N4BP2L2	ad	control	319.00	-1.286	0.1983	--	23.5	1.306	1	0.2531
ENSG00000232041|PSMD10P3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000167798|C3P1	ad	control	319.00	-0.622	0.5336	-0	0.0	0.385	1	0.5349
ENSG00000140043|PTGR2	ad	control	319.00	1.632	0.1027	++	0.0	0.058	1	0.81
ENSG00000218233|NEPNP	ad	control	319.00	-0.283	0.7775	-+	0.0	0.339	1	0.5602
ENSG00000189430|NCR1	ad	control	319.00	-0.241	0.8093	-0	0.0	0.058	1	0.8099
ENSG00000224124|POM121L10P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000131831|RAI2	ad	control	319.00	3.285	0.00102	++	76.2	4.193	1	0.04059
ENSG00000229930|AC138393.2	ad	control	319.00	-0.467	0.6408	-0	0.0	0.216	1	0.6419
ENSG00000234522|AC073587.1	ad	control	319.00	-0.677	0.4984	-0	0.0	0.455	1	0.4997
ENSG00000270336|AC105148.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000235775|AC063976.4	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000277673|AL590808.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000100285|NEFH	ad	control	319.00	0.002	0.9983	+-	0.0	0.269	1	0.6041
ENSG00000169718|DUS1L	ad	control	319.00	-2.312	0.0208	--	77.4	4.421	1	0.0355
ENSG00000267324|AC006557.2	ad	control	319.00	-0.241	0.8099	-0	0.0	0.058	1	0.8105
ENSG00000271138|IGLVIVOR22-1	ad	control	319.00	-0.736	0.4617	-+	62.6	2.675	1	0.1019
ENSG00000281540|RCC2	ad	control	319.00	2.585	0.009735	++	0.0	0.473	1	0.4917
ENSG00000282093|IGKV2-23	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000256533|AP002373.2	ad	control	319.00	3.035	0.002407	++	46.3	1.864	1	0.1722
ENSG00000061455|PRDM6	ad	control	319.00	4.368	1.255e-05	++	84.6	6.490	1	0.01085
ENSG00000237682|AC234775.2	ad	control	319.00	-1.264	0.2063	--	0.0	0.001	1	0.9775
ENSG00000119669|IRF2BPL	ad	control	319.00	1.932	0.05333	++	69.5	3.275	1	0.07036
ENSG00000260357|DNM1P34	ad	control	319.00	-0.741	0.4588	-+	51.3	2.051	1	0.1521
ENSG00000249884|RNF103-CHMP3	ad	control	319.00	-1.334	0.1822	--	0.0	0.378	1	0.5385
ENSG00000200326|RNA5SP391	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000165732|DDX21	ad	control	319.00	2.847	0.004416	++	86.7	7.546	1	0.006014
ENSG00000184697|CLDN6	ad	control	319.00	-0.280	0.7795	-+	0.0	0.111	1	0.7386
ENSG00000180871|CXCR2	ad	control	319.00	4.427	9.567e-06	++	0.0	0.009	1	0.926
ENSG00000156471|PTDSS1	ad	control	319.00	-0.716	0.4737	+-	66.5	2.988	1	0.08391
ENSG00000198526|PABPC1P2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000120210|INSL6	ad	control	319.00	1.894	0.05825	++	0.0	0.558	1	0.4552
ENSG00000105227|PRX	ad	control	319.00	4.567	4.955e-06	++	0.0	0.537	1	0.4636
ENSG00000257591|ZNF625	ad	control	319.00	-2.447	0.01442	--	0.0	0.593	1	0.4413
ENSG00000248979|LAMTOR3P2	ad	control	319.00	-1.741	0.08163	--	11.1	1.125	1	0.2887
ENSG00000048052|HDAC9	ad	control	319.00	-3.463	0.0005335	--	0.0	0.513	1	0.4739
ENSG00000273431|TAS2R50	ad	control	319.00	0.997	0.319	++	0.0	0.627	1	0.4285
ENSG00000151729|SLC25A4	ad	control	319.00	-1.749	0.08028	--	23.4	1.305	1	0.2533
ENSG00000243537|KC877373.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000255398|HCAR3	ad	control	319.00	2.780	0.005444	++	73.9	3.826	1	0.05047
ENSG00000183889|PKD1P1	ad	control	319.00	-2.540	0.01108	--	76.2	4.208	1	0.04024
ENSG00000003987|MTMR7	ad	control	319.00	-2.382	0.01721	--	0.0	0.372	1	0.5422
ENSG00000165828|PRAP1	ad	control	319.00	-1.315	0.1885	-+	87.7	8.107	1	0.00441
ENSG00000176293|ZNF135	ad	control	319.00	-3.357	0.000787	-+	95.4	21.977	1	2.759e-06
ENSG00000125347|IRF1	ad	control	319.00	3.321	0.0008979	++	0.0	0.199	1	0.6552
ENSG00000139890|REM2	ad	control	319.00	-2.641	0.008257	--	0.0	0.039	1	0.8427
ENSG00000174021|GNG5	ad	control	319.00	2.400	0.01638	++	0.0	0.024	1	0.8775
ENSG00000111405|ENDOU	ad	control	319.00	0.793	0.428	+-	0.0	0.730	1	0.393
ENSG00000283216|PRAMEF26	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000138696|BMPR1B	ad	control	319.00	3.141	0.001685	++	43.9	1.784	1	0.1817
ENSG00000102024|PLS3	ad	control	319.00	0.139	0.8896	+-	0.0	0.057	1	0.8114
ENSG00000185420|SMYD3	ad	control	319.00	-3.383	0.000716	--	0.0	0.019	1	0.8896
ENSG00000115282|TTC31	ad	control	319.00	2.220	0.02643	++	15.5	1.184	1	0.2766
ENSG00000171530|TBCA	ad	control	319.00	-3.532	0.0004117	--	71.8	3.545	1	0.05974
ENSG00000163646|CLRN1	ad	control	319.00	0.480	0.6314	++	0.0	0.047	1	0.8279
ENSG00000100292|HMOX1	ad	control	319.00	2.900	0.003728	++	72.1	3.587	1	0.05824
ENSG00000129187|DCTD	ad	control	319.00	-0.153	0.8781	+-	73.6	3.793	1	0.05147
ENSG00000226421|SLC25A5P5	ad	control	319.00	0.439	0.661	++	0.0	0.025	1	0.8753
ENSG00000115825|PRKD3	ad	control	319.00	5.174	2.288e-07	++	82.2	5.610	1	0.01785
ENSG00000229680|OR2H2	ad	control	319.00	-0.077	0.9389	-0	0.0	0.006	1	0.9391
ENSG00000164113|ADAD1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000130159|ECSIT	ad	control	319.00	-1.430	0.1528	--	16.5	1.198	1	0.2737
ENSG00000262539|AC005829.2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000227401|RPL37P1	ad	control	319.00	-0.909	0.3632	-0	0.0	0.822	1	0.3647
ENSG00000274101|CU234142.1	ad	control	319.00	-1.173	0.2406	-0	26.9	1.368	1	0.2421
ENSG00000180423|HARBI1	ad	control	319.00	1.266	0.2054	++	0.0	0.260	1	0.61
ENSG00000100197|CYP2D6	ad	control	319.00	-0.165	0.8688	-+	23.7	1.310	1	0.2523
ENSG00000266242|GRAMD4P7	ad	control	319.00	0.233	0.8154	++	0.0	0.002	1	0.9648
ENSG00000123427|EEF1AKMT3	ad	control	319.00	2.661	0.007802	++	0.0	0.084	1	0.772
ENSG00000277475|AC213203.2	ad	control	319.00	-0.651	0.5152	+-	22.0	1.282	1	0.2574
ENSG00000220132|AC236430.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000227462|PSME2P6	ad	control	319.00	-0.467	0.6405	-0	0.0	0.217	1	0.6416
ENSG00000166167|BTRC	ad	control	319.00	-1.587	0.1125	+-	73.3	3.741	1	0.0531
ENSG00000162385|MAGOH	ad	control	319.00	-1.244	0.2136	--	0.0	0.007	1	0.9312
ENSG00000126088|UROD	ad	control	319.00	-2.354	0.01859	--	0.0	0.284	1	0.594
ENSG00000198840|MT-ND3	ad	control	319.00	-2.445	0.0145	-+	92.7	13.789	1	0.0002046
ENSG00000258011|HMGA1P3	ad	control	319.00	-0.293	0.7693	-0	0.0	0.085	1	0.77
ENSG00000284643|SCYGR2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000109099|PMP22	ad	control	319.00	1.233	0.2177	-+	52.3	2.095	1	0.1478
ENSG00000255003|CYCSP28	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000142530|FAM71E1	ad	control	319.00	-3.614	0.0003021	--	66.7	3.001	1	0.0832
ENSG00000242140|AC083904.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000214020|FTLP4	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000125246|CLYBL	ad	control	319.00	-0.357	0.721	-+	0.0	0.337	1	0.5616
ENSG00000125945|ZNF436	ad	control	319.00	0.715	0.4746	+-	14.1	1.164	1	0.2807
ENSG00000237258|OR11A1	ad	control	319.00	0.377	0.7065	++	0.0	0.001	1	0.9767
ENSG00000271303|SRXN1	ad	control	319.00	0.972	0.3311	+-	93.6	15.678	1	7.508e-05
ENSG00000257664|RSL24D1P5	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000197437|OR13G1	ad	control	319.00	-0.152	0.8795	0-	0.0	0.023	1	0.8791
ENSG00000280004|AC005086.3	ad	control	319.00	0.329	0.7425	-+	36.9	1.585	1	0.208
ENSG00000197576|HOXA4	ad	control	319.00	0.748	0.4544	+0	0.0	0.556	1	0.4558
ENSG00000145506|NKD2	ad	control	319.00	-1.113	0.2656	--	0.0	0.799	1	0.3713
ENSG00000172296|SPTLC3	ad	control	319.00	4.579	4.682e-06	++	91.0	11.170	1	0.0008311
ENSG00000175206|NPPA	ad	control	319.00	-3.738	0.0001852	--	0.0	0.016	1	0.9005
ENSG00000170322|NFRKB	ad	control	319.00	1.797	0.07236	++	0.0	0.390	1	0.5321
ENSG00000236959|SULT1D1P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000198034|RPS4X	ad	control	319.00	0.242	0.8087	-+	31.6	1.463	1	0.2264
ENSG00000162951|LRRTM1	ad	control	319.00	-2.717	0.006592	--	0.0	0.964	1	0.3262
ENSG00000253213|AC010306.1	ad	control	319.00	-0.996	0.3193	-+	30.5	1.440	1	0.2302
ENSG00000131355|ADGRE3	ad	control	319.00	-0.285	0.776	-0	0.0	0.080	1	0.7767
ENSG00000262164|KRT39	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000186468|RPS23	ad	control	319.00	-0.993	0.3207	-+	70.9	3.436	1	0.06381
ENSG00000197579|TOPORS	ad	control	319.00	3.587	0.000334	+-	92.9	14.137	1	0.0001699
ENSG00000279477|CU634019.5	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000188910|GJB3	ad	control	319.00	-0.948	0.3433	--	0.0	0.092	1	0.7621
ENSG00000258118|PPIAP44	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000182621|PLCB1	ad	control	319.00	-3.071	0.002136	--	0.0	0.251	1	0.6163
ENSG00000197714|ZNF460	ad	control	319.00	0.933	0.3509	+-	83.9	6.218	1	0.01265
ENSG00000147573|TRIM55	ad	control	319.00	-0.583	0.5602	-0	0.0	0.337	1	0.5615
ENSG00000137267|TUBB2A	ad	control	319.00	-2.910	0.003615	--	0.0	0.997	1	0.318
ENSG00000166326|TRIM44	ad	control	319.00	-0.765	0.4445	--	0.0	0.000	1	0.9957
ENSG00000148702|HABP2	ad	control	319.00	0.842	0.3996	++	0.0	0.434	1	0.5099
ENSG00000249755|AC083829.1	ad	control	319.00	-1.185	0.2358	-+	60.7	2.547	1	0.1105
ENSG00000224706|RPS17P13	ad	control	319.00	1.430	0.1529	++	11.3	1.127	1	0.2884
ENSG00000111775|COX6A1	ad	control	319.00	-1.590	0.1118	--	0.0	0.010	1	0.9185
ENSG00000273608|SRCIN1	ad	control	319.00	-2.619	0.008824	-+	92.2	12.805	1	0.0003457
ENSG00000284687|AC092865.4	ad	control	319.00	-1.173	0.2409	--	0.0	0.128	1	0.7207
ENSG00000154655|L3MBTL4	ad	control	319.00	0.762	0.446	-+	0.0	0.920	1	0.3374
ENSG00000187510|PLEKHG7	ad	control	319.00	1.613	0.1068	-+	70.5	3.394	1	0.06544
ENSG00000248803|AC092349.1	ad	control	319.00	0.109	0.9134	0+	0.0	0.012	1	0.9131
ENSG00000166165|CKB	ad	control	319.00	-2.595	0.00945	--	0.0	0.108	1	0.7422
ENSG00000275562|AC104763.3	ad	control	319.00	1.179	0.2383	++	5.0	1.052	1	0.305
ENSG00000197601|FAR1	ad	control	319.00	-1.944	0.05187	--	30.7	1.444	1	0.2295
ENSG00000226372|DCAF8L1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000237398|HLA-DPA3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000276323|AC012314.26	ad	control	319.00	-1.825	0.06807	--	43.5	1.771	1	0.1833
ENSG00000251685|UGT2B27P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000224647|AC026954.1	ad	control	319.00	-2.675	0.007474	-0	85.9	7.111	1	0.007663
ENSG00000262471|AC009171.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000117598|PLPPR5	ad	control	319.00	-2.519	0.01178	--	0.0	0.279	1	0.5973
ENSG00000282811|IGKV1-33	ad	control	319.00	1.003	0.3157	+0	0.0	1.000	1	0.3172
ENSG00000140488|CELF6	ad	control	319.00	-3.908	9.293e-05	--	0.0	0.249	1	0.6179
ENSG00000151892|GFRA1	ad	control	319.00	0.086	0.9319	-+	0.0	0.266	1	0.6059
ENSG00000171403|KRT9	ad	control	319.00	-0.796	0.4261	-0	0.0	0.629	1	0.4275
ENSG00000164855|TMEM184A	ad	control	319.00	-1.355	0.1755	-+	86.3	7.314	1	0.006842
ENSG00000273589|AC008175.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000284841|HIST3H2A	ad	control	319.00	-1.525	0.1271	--	0.0	0.093	1	0.7606
