gene,hugo,logFC,AveExpr,t,P.Value,adj.P.Val,B,se,chr,N
ENSG00000116731,PRDM2,-0.430600903,6.768951178,-4.714448268,5.43E-05,0.002431414,1.632193246,0.091336436,1,39
ENSG00000154146,NRGN,-0.621283686,7.071978023,-4.715360896,5.44E-05,0.002431414,1.676537698,0.131757399,11,39
ENSG00000100592,DAAM1,0.368218219,5.927845592,4.712601479,5.45E-05,0.002431414,1.631902869,0.078134809,14,39
ENSG00000101972,STAG2,0.410143659,6.793353522,4.712171298,5.45E-05,0.002431414,1.6974847,0.087039208,X,39
ENSG00000100241,SBF1,-0.370706457,8.522931122,-4.710874455,5.47E-05,0.002433947,1.674542716,0.078691644,22,39
ENSG00000165406,8-Mar,0.460416329,5.448955407,4.705788763,5.56E-05,0.002468352,1.662713799,0.097840416,10,39
ENSG00000188596,CFAP54,0.377171754,3.312938141,4.702761177,5.60E-05,0.002476958,1.803369893,0.080202192,12,39
ENSG00000198774,RASSF9,1.926457071,0.311738037,4.702180829,5.64E-05,0.002490058,1.841708876,0.409694382,12,39
ENSG00000126067,PSMB2,-0.436238259,4.933411637,-4.70048005,5.66E-05,0.002490293,1.588430375,0.092807172,1,39
ENSG00000079337,RAPGEF3,0.402953492,6.133896756,4.691193733,5.78E-05,0.002522915,1.599323462,0.085895726,12,39
ENSG00000095637,SORBS1,0.505704734,8.442318012,4.692933611,5.79E-05,0.002522915,1.631853885,0.107758766,10,39
ENSG00000181481,RNF135,0.67190648,2.166335412,4.692226812,5.79E-05,0.002522915,1.805521492,0.143195652,17,39
ENSG00000257335,MGAM,1.197315523,0.981052131,4.692924072,5.79E-05,0.002522915,1.833304623,0.255132089,7,39
ENSG00000120328,PCDHB12,-0.432081675,3.278060805,-4.689226637,5.81E-05,0.002525679,1.682945886,0.092143483,5,39
ENSG00000139722,VPS37B,0.288020422,4.555465044,4.686169913,5.86E-05,0.002525679,1.588453843,0.061461797,12,39
ENSG00000135862,LAMC1,0.513250867,5.327943492,4.687352077,5.88E-05,0.002525679,1.573976362,0.109496974,1,39
ENSG00000271795,AC011337.1,-0.866772436,0.558927496,-4.685220928,5.88E-05,0.002525679,1.819885039,0.185001401,5,39
ENSG00000213213,CCDC183,-0.602810159,1.045980507,-4.68343301,5.91E-05,0.002525679,1.825153374,0.128711174,9,39
ENSG00000166912,MTMR10,0.53746383,6.431647555,4.685505591,5.91E-05,0.002525679,1.571375217,0.114707756,15,39
ENSG00000102580,DNAJC3,0.284381521,5.936877786,4.682737253,5.92E-05,0.002525679,1.63762512,0.060729762,13,39
ENSG00000042493,CAPG,0.88022442,3.748844655,4.684917673,5.92E-05,0.002525679,1.620125888,0.187884715,2,39
ENSG00000280026,AC005618.3,-1.092306338,-0.249168762,-4.68418416,5.93E-05,0.002525679,1.808419984,0.233190306,5,39
ENSG00000101901,ALG13,-0.386105176,4.317040601,-4.680647169,5.95E-05,0.002525679,1.578395839,0.082489699,X,39
ENSG00000197256,KANK2,0.841083664,5.029605345,4.682327047,5.96E-05,0.002525679,1.544046232,0.179629414,19,39
ENSG00000083857,FAT1,0.408053549,7.854247572,4.679747879,5.97E-05,0.002525679,1.578331979,0.087195627,4,39
