gene,hugo,logFC,AveExpr,t,P.Value,adj.P.Val,B,se,chr,N
ENSG00000258465,AL139011.2,0.811474064,-0.123265407,0.836225055,0.409778951,0.589655235,-5.679466915,0.97040152,1,39
ENSG00000114744,COMMD2,-0.080009345,4.531374853,-0.835862199,0.409972642,0.589884759,-6.403343839,0.095720737,3,39
ENSG00000103160,HSDL1,0.085325307,5.254988122,0.835617515,0.410110542,0.590033977,-6.363948618,0.102110482,16,39
ENSG00000173621,LRFN4,-0.113375979,4.429211858,-0.835273131,0.410305995,0.590172737,-6.426701973,0.135735216,11,39
ENSG00000165678,GHITM,-0.103514165,7.270388703,-0.835259477,0.410313558,0.590172737,-6.408366022,0.123930548,10,39
ENSG00000186416,NKRF,-0.125764537,4.525336651,-0.835251251,0.410318115,0.590172737,-6.37165685,0.150570905,X,39
ENSG00000168273,SMIM4,0.087331531,0.955132859,0.835169891,0.410343793,0.590172737,-5.741761845,0.104567384,3,39
ENSG00000267194,NA,0.164498065,2.20934276,0.834952923,0.410483378,0.590324291,-6.083436825,0.197014778,NA,39
ENSG00000254469,AP002495.2,-0.128412796,0.331187079,-0.833824288,0.411089625,0.591146881,-5.697479724,0.154004625,11,39
ENSG00000236432,AC097662.1,0.1334086,0.548244368,0.833632797,0.411195832,0.591250336,-5.729326192,0.160032811,2,39
ENSG00000011677,GABRA3,-0.136935206,4.267041097,-0.833496658,0.411290694,0.591337462,-6.319768289,0.164290048,X,39
ENSG00000164414,SLC35A1,0.048325774,3.287603257,0.833254063,0.411405941,0.591453879,-6.235423721,0.057996445,6,39
ENSG00000180089,TMEM86B,-0.127571418,1.114929137,-0.833119638,0.411480531,0.591511833,-5.729498621,0.153124968,19,39
ENSG00000237975,FLG-AS1,-0.206695512,1.704940479,-0.83298633,0.411573842,0.591596686,-5.90180727,0.248137939,1,39
ENSG00000264985,AC124804.1,-0.224362065,0.401000462,-0.832889698,0.41162747,0.59162449,-5.67784468,0.269377885,17,39
ENSG00000251247,ZNF345,-0.099494726,2.156746496,-0.832614388,0.411760962,0.591767067,-6.008829524,0.119496765,19,39
ENSG00000119508,NR4A3,-0.120663291,2.884858232,-0.832247334,0.411984077,0.592032949,-6.182774462,0.144984894,9,39
ENSG00000135835,KIAA1614,0.114124123,4.288761527,0.832192396,0.412014585,0.592032949,-6.389589234,0.137136705,1,39
ENSG00000183309,ZNF623,-0.07907702,5.312244015,-0.832007862,0.412114793,0.592127633,-6.464749823,0.095043598,8,39
ENSG00000182601,HS3ST4,-0.193989647,4.872724546,-0.83174571,0.412262687,0.592290811,-6.411059864,0.233231918,16,39
ENSG00000189056,RELN,-0.177080023,5.346883885,-0.831374383,0.412469003,0.592537888,-6.440357723,0.212996727,7,39
ENSG00000156256,USP16,0.063557467,5.19667331,0.831219621,0.412535725,0.592584406,-6.455994845,0.076462905,21,39
ENSG00000177051,FBXO46,-0.095983535,3.105041461,-0.831023862,0.412657452,0.59270992,-6.233891242,0.115500335,19,39
ENSG00000271344,AC018638.6,0.20719868,0.229300532,0.830704125,0.412841574,0.592925027,-5.702272035,0.249425366,7,39
ENSG00000139496,NUP58,-0.062077128,5.887030202,-0.830414433,0.412983403,0.593023201,-6.476464117,0.074754395,13,39
ENSG00000160447,PKN3,0.256352483,1.615795237,0.83041235,0.413003827,0.593023201,-5.930596079,0.308705047,9,39
ENSG00000278999,AC008985.1,0.229694797,0.429347909,0.830361222,0.413032262,0.593023201,-5.710889167,0.276620332,19,39
ENSG00000151651,ADAM8,-0.27383849,1.06554443,-0.830285854,0.413074181,0.593023201,-5.844430584,0.329812303,10,39
ENSG00000234432,AC092171.3,0.120074508,2.402358054,0.830272227,0.413081761,0.593023201,-6.078448392,0.144620649,7,39
ENSG00000075239,ACAT1,0.054340458,5.016971179,0.829165399,0.413678454,0.593771658,-6.410550628,0.065536331,11,39
ENSG00000261884,AC040162.1,-0.118222422,2.54990078,-0.829143119,0.413710091,0.593771658,-6.099255323,0.142583855,16,39
ENSG00000214063,TSPAN4,0.093762471,3.157934591,0.829106814,0.413718136,0.593771658,-6.217326967,0.11308853,11,39
ENSG00000094804,CDC6,-0.193695679,1.620296871,-0.829088048,0.413740752,0.593771658,-5.968194895,0.23362498,17,39
ENSG00000196865,NHLRC2,0.073666988,6.299289794,0.828743784,0.413922366,0.593982898,-6.460306548,0.088889943,10,39
ENSG00000044090,CUL7,-0.063690417,4.637356339,-0.828586948,0.414000592,0.594024261,-6.435208842,0.076866305,6,39
ENSG00000169676,DRD5,-0.223338873,1.254820387,-0.828586536,0.414020039,0.594024261,-5.846455777,0.269542001,4,39
ENSG00000214087,ARL16,-0.082119799,3.65398432,-0.828244461,0.414191395,0.594219506,-6.235117159,0.099149229,17,39
ENSG00000122482,ZNF644,0.08321117,6.535082572,0.82821864,0.414224991,0.594219506,-6.469208692,0.100470052,1,39
ENSG00000065361,ERBB3,-0.296011165,4.89644137,-0.828089082,0.414297182,0.594273663,-6.455463482,0.357462948,12,39
ENSG00000196659,TTC30B,-0.07819486,2.582108415,-0.827930975,0.41436609,0.594307098,-6.11433779,0.094446111,2,39
ENSG00000053371,AKR7A2,-0.097181105,4.890864623,-0.827860323,0.414424667,0.594307098,-6.451808445,0.117388287,1,39
ENSG00000243667,WDR92,-0.116874769,2.94307031,-0.827833342,0.414439705,0.594307098,-6.205810027,0.141181519,2,39
ENSG00000149657,LSM14B,0.078209638,5.148214466,0.827791662,0.414458253,0.594307098,-6.44751259,0.094479857,20,39
ENSG00000143436,MRPL9,-0.065391871,3.721523041,-0.82733495,0.41469836,0.594601986,-6.345216629,0.079039174,1,39
ENSG00000186130,ZBTB6,-0.045755656,4.203933259,-0.82726531,0.414737194,0.59460826,-6.380580172,0.055309531,9,39
ENSG00000173442,EHBP1L1,0.09196755,4.83118707,0.827227231,0.414777611,0.594616803,-6.428754797,0.11117568,11,39
ENSG00000068654,POLR1A,0.064554926,5.720259255,0.827080753,0.414840119,0.594653597,-6.449530214,0.078051539,2,39
ENSG00000153814,JAZF1,-0.139014491,4.445700659,-0.827006254,0.414900848,0.594653597,-6.393322963,0.168093639,7,39
ENSG00000164953,TMEM67,-0.057820083,3.465203263,-0.826961456,0.414906659,0.594653597,-6.239582788,0.069918715,8,39
ENSG00000233836,AC139769.1,0.143627879,2.08645353,0.826824841,0.415002038,0.594740899,-6.033471898,0.173710165,19,39
ENSG00000275427,AF067845.2,-0.184529763,1.733425645,-0.826173067,0.415365714,0.595212653,-5.970716823,0.223354851,8,39
ENSG00000032389,EIPR1,-0.090208505,4.457059313,-0.826045775,0.415436764,0.595265033,-6.419206804,0.109205213,2,39
ENSG00000172062,SMN1,-0.118258262,3.166034458,-0.825663536,0.41565016,0.595496896,-6.198428159,0.143228152,5,39
ENSG00000129596,CDO1,0.095827749,4.215280882,0.825579937,0.415696841,0.595496896,-6.349810753,0.116073253,5,39
ENSG00000225361,PPP1R26-AS1,0.145179943,1.767662886,0.8255705,0.41570211,0.595496896,-5.949029124,0.175854082,9,39
ENSG00000261056,AC079416.1,-0.164315714,0.872575226,-0.825390229,0.415802784,0.595591669,-5.814345977,0.199076398,16,39
ENSG00000244187,TMEM141,-0.11116663,3.621522229,-0.825187669,0.415915922,0.595704279,-6.296324367,0.134716785,9,39
ENSG00000021355,SERPINB1,0.250276199,3.551020104,0.825112174,0.415958094,0.595715235,-6.287432367,0.303323847,6,39
ENSG00000215039,CD27-AS1,-0.111039344,3.153331526,-0.82466239,0.416209402,0.595978306,-6.214364315,0.134648245,12,39
ENSG00000159200,RCAN1,0.111039628,5.692302603,0.824659784,0.416210858,0.595978306,-6.49073549,0.134649015,21,39
ENSG00000130522,JUND,-0.114156621,6.993054475,-0.824522838,0.416287393,0.596038438,-6.458622243,0.138451739,19,39
ENSG00000049883,PTCD2,-0.071590259,4.307812586,-0.824308925,0.416388701,0.596089937,-6.386064804,0.086848822,5,39
ENSG00000215912,TTC34,-0.118806003,1.854373713,-0.824303653,0.416392449,0.596089937,-5.92857757,0.14412893,1,39
ENSG00000163584,RPL22L1,0.186823253,1.56102369,0.824141381,0.416500623,0.596195334,-5.959561761,0.226688354,3,39
ENSG00000185238,PRMT3,-0.055408647,4.192600356,-0.824035373,0.416540793,0.596203378,-6.397134697,0.067240617,11,39
ENSG00000175066,GK5,-0.082048916,4.684753521,-0.823787627,0.416695306,0.59634636,-6.415611146,0.099599597,3,39
ENSG00000148690,FRA10AC1,0.091852826,4.516901642,0.823767283,0.416709806,0.59634636,-6.346553422,0.111503368,10,39
ENSG00000284669,AC092053.3,0.194181331,1.184352135,0.823646796,0.416777192,0.596393335,-5.782134728,0.235758012,3,39
ENSG00000074582,BCS1L,-0.061865263,3.151753822,-0.823207508,0.417003856,0.596668204,-6.234272089,0.07515148,2,39
ENSG00000115641,FHL2,-0.188802544,3.080436954,-0.822906743,0.417191237,0.596886824,-6.259769561,0.229433706,2,39
ENSG00000082516,GEMIN5,0.065636483,4.697432521,0.822772181,0.417247483,0.596893388,-6.423462432,0.079774796,5,39
ENSG00000196074,SYCP2,0.129161662,2.988562746,0.82276325,0.417271548,0.596893388,-6.175222613,0.156985211,20,39
ENSG00000166246,C16orf71,0.180889382,1.561040805,0.82271314,0.417299596,0.596893388,-5.926891523,0.219869324,16,39
ENSG00000178921,PFAS,-0.089069219,4.37684407,-0.82261362,0.417355304,0.596912099,-6.427736455,0.108275886,17,39
ENSG00000184611,KCNH7,-0.127314102,4.571716126,-0.822566181,0.41738186,0.596912099,-6.411882195,0.154776728,2,39
ENSG00000158234,FAIM,-0.087172754,2.492930598,-0.822318733,0.417501344,0.597033495,-6.135063765,0.106008474,3,39
ENSG00000132286,TIMM10B,-0.070571332,4.876685019,-0.822230053,0.417552711,0.597057472,-6.434627482,0.085829181,11,39
ENSG00000005075,POLR2J,0.090777421,3.171999149,0.821703836,0.417846815,0.597351972,-6.1641679,0.110474623,7,39
ENSG00000139329,LUM,0.26811942,0.096274067,0.821733215,0.417848326,0.597351972,-5.683139013,0.326285241,12,39
ENSG00000136146,MED4,-0.075484951,4.25929811,-0.821679951,0.417865613,0.597351972,-6.422405322,0.091866609,13,39
ENSG00000100105,PATZ1,0.086388021,4.483067969,0.821646085,0.417897137,0.597351972,-6.41992678,0.105140184,22,39
ENSG00000065243,PKN2,0.090426573,5.839230693,0.821460372,0.418001189,0.597451215,-6.496352338,0.110080262,1,39
ENSG00000122378,FAM213A,0.101148107,7.209937818,0.821284124,0.418099953,0.59751573,-6.452366228,0.123158484,10,39
ENSG00000237624,OXCT2P1,0.210343928,0.217479125,0.82125624,0.418115579,0.59751573,-5.701867444,0.256124602,1,39
ENSG00000279853,AC004453.2,0.162504225,0.452130405,0.820569518,0.418495544,0.5980092,-5.741296745,0.198038339,7,39
ENSG00000123689,G0S2,0.355412642,0.607474527,0.820310493,0.418645804,0.59817438,-5.76257017,0.433265995,1,39
ENSG00000282798,AC008993.3,0.185608238,0.519350177,0.820204176,0.418705436,0.598210051,-5.732536173,0.226295164,19,39
ENSG00000132436,FIGNL1,0.079293558,3.44321217,0.819996081,0.41880424,0.598248258,-6.308714132,0.096699923,7,39
ENSG00000111664,GNB3,-0.234444662,0.946433243,-0.819995274,0.418822621,0.598248258,-5.733258561,0.285909772,12,39
ENSG00000187715,KBTBD12,0.085546875,2.674779563,0.819937242,0.418836185,0.598248258,-6.051593262,0.104333442,3,39
ENSG00000198721,ECI2,0.131096403,4.466864939,0.819246825,0.419242636,0.598697114,-6.442525149,0.160020642,6,39
ENSG00000168216,LMBRD1,-0.073865615,5.774791359,-0.819214262,0.419250454,0.598697114,-6.452384835,0.090166418,6,39
ENSG00000219565,ZNF259P1,0.208615941,0.430605936,0.819225662,0.419254516,0.598697114,-5.637707093,0.254650153,6,39
ENSG00000269825,AC022150.4,0.199944976,2.048684248,0.818920986,0.419425572,0.598844036,-6.039438,0.244156615,19,39
ENSG00000250299,MRPS31P4,-0.111232604,1.780094531,-0.818885007,0.419426809,0.598844036,-5.913817127,0.135834217,13,39
ENSG00000170917,NUDT6,-0.113456357,2.616103509,-0.818830943,0.419476134,0.59886491,-6.153592214,0.138558952,4,39
ENSG00000079805,DNM2,0.090468118,6.288015274,0.818435038,0.41969849,0.599132789,-6.456946981,0.110537933,19,39
ENSG00000146842,TMEM209,-0.086262576,3.565226207,-0.818304522,0.419758557,0.599168968,-6.284253196,0.105416227,7,39
ENSG00000131828,PDHA1,-0.09689555,5.489999635,-0.818122143,0.419874276,0.599284575,-6.489662395,0.118436533,X,39
ENSG00000180817,PPA1,0.069602643,5.812778072,0.81779597,0.420038633,0.599469577,-6.36557649,0.085110034,10,39
ENSG00000226252,AL135960.1,0.209193189,0.404106115,0.817337749,0.420315153,0.599798364,-5.701490165,0.255944607,1,39
ENSG00000100418,DESI1,-0.093833359,5.858599891,-0.817296178,0.420338527,0.599798364,-6.489919875,0.114809492,22,39
ENSG00000168079,SCARA5,0.434554645,0.635894718,0.817164311,0.420412675,0.599854565,-5.771559885,0.53178368,8,39
ENSG00000134109,EDEM1,-0.110861338,4.633332889,-0.817012739,0.420497912,0.599897722,-6.408382734,0.135691077,3,39
ENSG00000177200,CHD9,0.052496495,7.706325137,0.816953255,0.42051245,0.599897722,-6.431373345,0.064258872,16,39
ENSG00000108666,C17orf75,-0.11287786,4.66215672,-0.81688978,0.420567067,0.59992604,-6.458462085,0.138180036,17,39
ENSG00000168734,PKIG,-0.089762966,5.120610653,-0.81675064,0.420645331,0.599988084,-6.462181274,0.109902535,20,39
ENSG00000280402,AC093525.10,-0.211650205,0.080384378,-0.816592229,0.420734445,0.600065591,-5.662702828,0.259187141,16,39
ENSG00000120756,PLS1,0.144197884,1.637049432,0.816522945,0.420773425,0.600071589,-5.950851175,0.176599917,3,39
ENSG00000226476,LINC01748,-0.145474713,2.204340892,-0.81618511,0.420963525,0.600228666,-6.066576021,0.178237402,1,39
ENSG00000237310,AC008267.5,-0.205454127,0.126887731,-0.816079821,0.421022781,0.600228666,-5.662107061,0.251757392,7,39
ENSG00000184014,DENND5A,0.087740511,7.683760348,0.816066364,0.421030355,0.600228666,-6.424127388,0.107516392,11,39
ENSG00000167797,CDK2AP2,0.135562637,3.962502299,0.816057874,0.421035134,0.600228666,-6.359995373,0.166118901,11,39
ENSG00000111913,RIPOR2,0.133221574,5.400727618,0.816018159,0.421057488,0.600228666,-6.422333361,0.1632581,6,39
ENSG00000081386,ZNF510,-0.065380966,4.919002424,-0.815513547,0.421322692,0.600521097,-6.45872909,0.080171527,9,39
ENSG00000164587,RPS14,0.070025493,7.306086571,0.815499646,0.421332228,0.600521097,-6.442204168,0.085868208,5,39
ENSG00000106948,AKNA,0.087393817,4.491080963,0.815161984,0.42153956,0.600766985,-6.43661079,0.107210369,9,39
ENSG00000162521,RBBP4,0.052823364,6.930103161,0.815023369,0.421598775,0.600801755,-6.477774577,0.064812085,1,39
ENSG00000188060,RAB42,-0.210489728,-0.051712871,-0.814969298,0.4216481,0.600822429,-5.64345028,0.258279335,1,39
ENSG00000198816,ZNF358,-0.131102978,5.834131008,-0.814361637,0.421990507,0.601260687,-6.488999353,0.160988646,19,39
ENSG00000166446,CDYL2,-0.115482074,6.003521618,-0.814047108,0.422167806,0.601463645,-6.470332071,0.14186166,16,39
ENSG00000026559,KCNG1,0.236568841,3.636286127,0.813817647,0.422297182,0.601598296,-6.249424318,0.290690232,20,39
ENSG00000275740,AC091959.3,-0.144466867,2.832416695,-0.813731359,0.422345839,0.601617946,-6.228588349,0.177536315,5,39
ENSG00000196967,ZNF585A,-0.065254287,4.225290282,-0.813280335,0.422581406,0.601901906,-6.393929528,0.080235909,19,39
ENSG00000163161,ERCC3,-0.060679462,4.981455968,-0.813220887,0.422614945,0.601901906,-6.458139685,0.074616212,2,39
ENSG00000104154,SLC30A4,0.073666051,5.038097168,0.813121015,0.422683432,0.601949765,-6.477952523,0.090596663,15,39
ENSG00000202198,RF00100,0.38282001,1.430629523,0.813066351,0.422720951,0.601953518,-5.94779809,0.470834896,6,39
ENSG00000109917,ZPR1,-0.077072285,5.473244383,-0.812865821,0.422831887,0.602061808,-6.48187603,0.094815507,11,39
ENSG00000177946,CENPBD1,0.100544601,2.853218298,0.812728006,0.422905603,0.602070139,-6.179079094,0.123712484,16,39
ENSG00000183114,FAM43B,0.08703399,3.060431591,0.812702413,0.42290752,0.602070139,-6.143809159,0.107092077,1,39
ENSG00000101966,XIAP,0.06743997,6.723301358,0.812624451,0.422952581,0.602084618,-6.456394365,0.082990329,X,39
ENSG00000150471,ADGRL3,0.064524212,7.937409457,0.812431916,0.423060211,0.602188155,-6.326120202,0.07942107,4,39
ENSG00000187010,RHD,-0.204373873,-0.108257897,-0.812274888,0.42316467,0.602287161,-5.556286026,0.251606786,1,39
ENSG00000115484,CCT4,0.067621877,6.242959972,0.812080392,0.423258691,0.602371296,-6.317852513,0.08326993,2,39
ENSG00000047578,KIAA0556,0.072965476,4.894621089,0.811713213,0.423467126,0.602618236,-6.381364367,0.089890709,16,39
ENSG00000165716,FAM69B,-0.069653395,4.282414976,-0.81147546,0.423600386,0.602751631,-6.380377274,0.085835491,9,39
ENSG00000090447,TFAP4,0.116636688,2.826806913,0.811454991,0.423630724,0.602751631,-6.194524546,0.143737717,16,39
ENSG00000178026,LRRC75B,0.111455953,2.814644109,0.811237154,0.423753807,0.602877047,-6.145594054,0.137390099,22,39
ENSG00000166707,ZCCHC18,0.100854482,2.363359574,0.810590084,0.42410185,0.603322467,-6.061743966,0.124421066,X,39
ENSG00000132530,XAF1,-0.140418282,3.854017712,-0.81050079,0.424170033,0.603369721,-6.368440441,0.173248791,17,39
ENSG00000170581,STAT2,-0.056060085,5.864719133,-0.810389426,0.424214257,0.60338289,-6.360001649,0.069176723,12,39
ENSG00000111231,GPN3,0.077917614,2.949367644,0.810296,0.424267091,0.603408302,-6.236822972,0.096159446,12,39
ENSG00000166266,CUL5,-0.070357671,6.196296896,-0.809977485,0.424452879,0.603607098,-6.476053261,0.086863737,11,39
ENSG00000116161,CACYBP,0.130142606,6.238084512,0.809958311,0.424476827,0.603607098,-6.390709767,0.160678154,1,39
ENSG00000280195,AC245140.2,0.178427749,1.222739392,0.809688725,0.42462934,0.603774216,-5.87953916,0.220365856,X,39
ENSG00000266173,STRADA,-0.066666751,4.57421341,-0.809084361,0.424952657,0.604184152,-6.438692797,0.082397775,17,39
ENSG00000050405,LIMA1,0.061609256,4.088716056,0.808598304,0.425227868,0.604500851,-6.343243897,0.076192661,12,39
ENSG00000269386,RAB11B-AS1,-0.127385316,0.510613016,-0.808567223,0.42524547,0.604500851,-5.679069184,0.157544497,19,39
ENSG00000134852,CLOCK,0.048384289,6.341066305,0.808379182,0.425351972,0.604602441,-6.396482855,0.059853458,4,39
ENSG00000143442,POGZ,-0.054613878,6.230081426,-0.808006423,0.425563145,0.604852782,-6.494713739,0.067590896,1,39
ENSG00000005981,ASB4,0.157295218,1.76302019,0.807908591,0.425637259,0.604908297,-5.959100694,0.194694325,7,39
ENSG00000111832,RWDD1,-0.065260163,5.154445524,-0.807758741,0.425703495,0.604952607,-6.358811895,0.080791652,6,39
ENSG00000105472,CLEC11A,-0.128548737,1.109594398,-0.807635462,0.425775037,0.605002966,-5.853567368,0.159166782,19,39
ENSG00000122566,HNRNPA2B1,0.05833145,7.372100046,0.807544391,0.42582498,0.605002966,-6.410922026,0.072233118,7,39
ENSG00000083845,RPS5,0.060563773,6.848906938,0.807510634,0.425844114,0.605002966,-6.446648549,0.075000589,19,39
ENSG00000175390,EIF3F,0.038188081,6.151143261,0.807280154,0.425974768,0.605137335,-6.441856708,0.04730462,11,39
ENSG00000133519,ZDHHC8P1,-0.096821208,3.10797787,-0.807229976,0.426008828,0.605137335,-6.163328506,0.119942533,22,39
ENSG00000160294,MCM3AP,-0.05039651,6.493024464,-0.806836495,0.426226339,0.60539647,-6.492776971,0.062461863,21,39
ENSG00000277400,NA,0.256616308,0.523864921,0.806418328,0.42648218,0.60571,-5.684585553,0.318217356,NA,39
ENSG00000132196,HSD17B7,0.147258055,2.632533953,0.806056622,0.426687408,0.605935156,-6.155566121,0.182689468,1,39
ENSG00000257017,HP,0.300398436,0.163812077,0.805991226,0.42672452,0.605935156,-5.700445481,0.372706832,16,39
ENSG00000006534,ALDH3B1,-0.142379592,1.577115146,-0.805897613,0.426777648,0.605935156,-5.932188426,0.17667206,11,39
ENSG00000130175,PRKCSH,-0.078141482,5.933139237,-0.805860919,0.426798474,0.605935156,-6.507847795,0.096966462,19,39
ENSG00000238164,TNFRSF14-AS1,0.177720814,0.41778014,0.805826222,0.426816286,0.605935156,-5.687440381,0.220544839,1,39
ENSG00000170293,CMTM8,0.124142511,0.664629677,0.80539666,0.427043405,0.606150733,-5.764214136,0.154138349,3,39
ENSG00000255104,AC005324.4,-0.365749232,0.709476378,-0.805356397,0.427084881,0.606150733,-5.805358723,0.454145809,17,39
ENSG00000104142,VPS18,-0.091937915,4.897014122,-0.805288299,0.427123548,0.606150733,-6.444774746,0.114167703,15,39
ENSG00000174611,KY,0.127025545,2.387927644,0.805261608,0.427138704,0.606150733,-6.13476373,0.157744445,3,39
ENSG00000138663,COPS4,-0.114310728,4.753885992,-0.805209571,0.427168253,0.606150733,-6.462708388,0.141963945,4,39
ENSG00000182247,UBE2E2,-0.113408797,4.015620856,-0.805190826,0.427178898,0.606150733,-6.396970701,0.140847106,3,39
ENSG00000011243,AKAP8L,0.105110834,5.312552164,0.804927075,0.427328692,0.606313428,-6.486599558,0.130584294,19,39
ENSG00000171811,CFAP46,-0.210937202,3.048156635,-0.804789329,0.427406936,0.606374585,-6.229117135,0.262102384,10,39
ENSG00000178694,NSUN3,-0.092659844,3.09525574,-0.80468059,0.427463903,0.606404133,-6.270543359,0.115151086,3,39
ENSG00000186288,PABPC1L2A,-0.134188426,1.706411501,-0.804606062,0.427498046,0.606404133,-5.857488892,0.166775311,X,39
ENSG00000156261,CCT8,0.085960487,5.578526141,0.804154423,0.427767693,0.606736751,-6.390515111,0.106895497,21,39
ENSG00000263278,AC233701.1,0.220253348,1.848244473,0.803907411,0.427908097,0.60686055,-6.006557173,0.273978502,17,39
ENSG00000204767,FAM196B,-0.109543055,2.158816796,-0.803764097,0.427977326,0.60686055,-6.055956188,0.136287569,5,39
ENSG00000178974,FBXO34,-0.130055292,5.381342516,-0.803760439,0.427991651,0.60686055,-6.49579305,0.161808526,14,39
ENSG00000142544,CTU1,0.183982065,2.235400143,0.80375341,0.427995647,0.60686055,-6.093746359,0.22890362,19,39
ENSG00000151687,ANKAR,0.075018825,3.911854009,0.803509024,0.42811764,0.60698365,-6.362410569,0.093364011,2,39
ENSG00000240219,AL512306.2,0.194734636,1.324773534,0.80336395,0.428217106,0.607074793,-5.874564584,0.242399022,1,39
ENSG00000066455,GOLGA5,-0.052791385,4.847248777,-0.802989507,0.428411538,0.607300543,-6.435552426,0.065743556,14,39
ENSG00000168036,CTNNB1,0.053612714,8.233813965,0.80276441,0.428539612,0.607432195,-6.421036998,0.066785115,3,39
ENSG00000185651,UBE2L3,0.063184355,6.187318002,0.802309978,0.428799283,0.607708914,-6.503640677,0.078753047,22,39
ENSG00000178602,OTOS,0.336354075,0.163903999,0.802330193,0.42880527,0.607708914,-5.723976198,0.41922151,2,39
ENSG00000278730,AC005332.7,-0.049927958,5.713862017,-0.802120865,0.428905899,0.607786399,-6.481335906,0.062244931,17,39
ENSG00000213062,AL021068.1,-0.205442583,0.44438182,-0.802110398,0.428930388,0.607786399,-5.721374983,0.256127565,1,39
ENSG00000119401,TRIM32,-0.078070951,4.165802278,-0.802021122,0.428972961,0.607796366,-6.406427112,0.097342762,9,39
ENSG00000239305,RNF103,0.05760877,5.904620288,0.801931839,0.429013524,0.607796366,-6.502861408,0.07183749,2,39
ENSG00000072121,ZFYVE26,0.059509472,5.521748142,0.801826214,0.42907367,0.607796366,-6.472117113,0.074217419,14,39
ENSG00000186577,SMIM29,0.07742596,4.735695141,0.801828472,0.429088723,0.607796366,-6.472242828,0.096561749,6,39
ENSG00000139343,SNRPF,-0.107554149,2.299522602,-0.801774248,0.429113533,0.607796366,-6.097922183,0.134145178,12,39
ENSG00000135333,EPHA7,0.120771403,4.49817439,0.801607807,0.42921657,0.607892411,-6.389878374,0.150661461,6,39
ENSG00000109111,SUPT6H,0.076488586,6.690080246,0.801458973,0.429298395,0.607940819,-6.4765765,0.095436683,17,39
ENSG00000164542,KIAA0895,0.109122819,4.121569818,0.801364223,0.429355313,0.607940819,-6.427497454,0.136171313,7,39
ENSG00000164440,TXLNB,0.167837565,1.50837519,0.80136224,0.429356442,0.607940819,-5.962211257,0.209440321,6,39
ENSG00000107185,RGP1,-0.05517396,5.74558853,-0.801164853,0.429450386,0.608023947,-6.504065363,0.068867175,9,39
ENSG00000134533,RERG,-0.144405768,3.245995182,-0.801015219,0.429554148,0.608076128,-6.212063659,0.180278433,12,39
ENSG00000122971,ACADS,-0.140473215,3.655922767,-0.801005238,0.429559835,0.608076128,-6.34677594,0.175371157,12,39
ENSG00000137574,TGS1,-0.062581941,4.377659733,-0.800914649,0.429592957,0.608076128,-6.361562409,0.07813809,8,39
ENSG00000172382,PRSS27,-0.230333026,0.164389449,-0.800806159,0.429673282,0.60813994,-5.728153028,0.287626442,16,39
ENSG00000182796,TMEM198B,0.1529079,3.025270807,0.800743088,0.429709227,0.608140935,-6.229541608,0.190957502,12,39
ENSG00000138760,SCARB2,-0.096825952,7.768376255,-0.800527454,0.429832134,0.608264991,-6.424089357,0.120952693,4,39
ENSG00000162378,ZYG11B,-0.091776947,7.170560543,-0.800285201,0.429970239,0.608317812,-6.43914524,0.1146803,1,39
ENSG00000172534,HCFC1,-0.054832816,6.877513857,-0.800195485,0.430002912,0.608317812,-6.37506527,0.068524276,X,39
ENSG00000174276,ZNHIT2,-0.086912173,2.615122558,-0.800181681,0.430010783,0.608317812,-6.149413386,0.10861555,11,39
ENSG00000037757,MRI1,-0.158328543,3.804869231,-0.800189264,0.430024939,0.608317812,-6.360887133,0.197863869,19,39
ENSG00000188342,GTF2F2,0.060319443,3.688381608,0.800120408,0.430045723,0.608317812,-6.339189569,0.075387957,13,39
ENSG00000160305,DIP2A,-0.07623366,5.645453436,-0.800060597,0.430098307,0.608342326,-6.510867394,0.095284858,21,39
ENSG00000102904,TSNAXIP1,-0.190383747,1.460189375,-0.799789314,0.430253021,0.608511281,-5.941523809,0.238042374,16,39
ENSG00000223345,HIST2H2BA,0.171650677,0.33705198,0.799698361,0.430301462,0.608529916,-5.700060491,0.214644278,1,39
ENSG00000185721,DRG1,0.058268324,4.447092294,0.799166857,0.430589689,0.608887624,-6.405396405,0.072911336,22,39
ENSG00000257524,AL157935.2,-0.572140636,-0.100439888,-0.7987957,0.430819977,0.609106686,-5.595804092,0.716254026,9,39
ENSG00000139351,SYCP3,0.168877332,1.799116375,0.798769044,0.430835194,0.609106686,-5.998477478,0.211421979,12,39
ENSG00000254206,NPIPB11,-0.271288506,-0.028983466,-0.798742233,0.430850499,0.609106686,-5.680186221,0.339644624,16,39
ENSG00000230319,AL022476.1,0.165562364,0.60623021,0.798651917,0.430902058,0.609129672,-5.804037365,0.207302281,22,39
ENSG00000067596,DHX8,-0.050883422,5.245290766,-0.79849792,0.430971544,0.609177995,-6.495550691,0.063723926,17,39
ENSG00000213938,SEPHS1P6,-0.158210343,0.7920145,-0.798463784,0.43100947,0.609181703,-5.839416126,0.198143418,2,39
ENSG00000178927,CYBC1,0.129423009,4.950038463,0.798208772,0.431155092,0.609337614,-6.448473177,0.162141802,17,39
ENSG00000159713,TPPP3,-0.212290014,4.627630484,-0.797946672,0.431304793,0.609499264,-6.469412481,0.266045365,16,39
