ensembl_id,is_upregulated_in_AD,brain_region,study
ENSG00000113161,False,Temporal Lobe,Cho_et_al
ENSG00000138757,False,Temporal Lobe,Cho_et_al
ENSG00000205047,False,Temporal Lobe,Cho_et_al
ENSG00000233483,False,Temporal Lobe,Cho_et_al
ENSG00000241553,False,Temporal Lobe,Cho_et_al
ENSG00000165169,False,Temporal Lobe,Cho_et_al
ENSG00000271755,False,Temporal Lobe,Cho_et_al
ENSG00000110811,False,Temporal Lobe,Cho_et_al
ENSG00000065559,False,Temporal Lobe,Cho_et_al
ENSG00000167863,False,Temporal Lobe,Cho_et_al
ENSG00000151690,False,Temporal Lobe,Cho_et_al
ENSG00000101199,False,Temporal Lobe,Cho_et_al
ENSG00000162729,False,Temporal Lobe,Cho_et_al
ENSG00000067829,False,Temporal Lobe,Cho_et_al
ENSG00000234327,False,Temporal Lobe,Cho_et_al
ENSG00000082397,False,Temporal Lobe,Cho_et_al
ENSG00000138430,False,Temporal Lobe,Cho_et_al
ENSG00000154358,False,Temporal Lobe,Cho_et_al
ENSG00000206561,False,Temporal Lobe,Cho_et_al
ENSG00000173166,False,Temporal Lobe,Cho_et_al
ENSG00000099849,False,Temporal Lobe,Cho_et_al
ENSG00000227906,False,Temporal Lobe,Cho_et_al
ENSG00000165752,False,Temporal Lobe,Cho_et_al
ENSG00000175264,False,Temporal Lobe,Cho_et_al
ENSG00000204954,False,Temporal Lobe,Cho_et_al
ENSG00000100138,False,Temporal Lobe,Cho_et_al
ENSG00000165868,False,Temporal Lobe,Cho_et_al
ENSG00000204843,False,Temporal Lobe,Cho_et_al
ENSG00000111652,False,Temporal Lobe,Cho_et_al
ENSG00000111490,False,Temporal Lobe,Cho_et_al
ENSG00000205593,False,Temporal Lobe,Cho_et_al
ENSG00000070182,False,Temporal Lobe,Cho_et_al
ENSG00000198929,False,Temporal Lobe,Cho_et_al
ENSG00000183648,False,Temporal Lobe,Cho_et_al
ENSG00000221955,False,Temporal Lobe,Cho_et_al
ENSG00000070669,False,Temporal Lobe,Cho_et_al
ENSG00000079841,False,Temporal Lobe,Cho_et_al
ENSG00000168502,False,Temporal Lobe,Cho_et_al
ENSG00000204564,False,Temporal Lobe,Cho_et_al
ENSG00000115274,False,Temporal Lobe,Cho_et_al
ENSG00000116151,False,Temporal Lobe,Cho_et_al
ENSG00000240771,False,Temporal Lobe,Cho_et_al
ENSG00000205138,False,Temporal Lobe,Cho_et_al
ENSG00000011332,False,Temporal Lobe,Cho_et_al
ENSG00000106789,False,Temporal Lobe,Cho_et_al
ENSG00000087470,False,Temporal Lobe,Cho_et_al
ENSG00000159840,False,Temporal Lobe,Cho_et_al
ENSG00000169710,False,Temporal Lobe,Cho_et_al
ENSG00000260025,False,Temporal Lobe,Cho_et_al
ENSG00000154556,False,Temporal Lobe,Cho_et_al
ENSG00000173137,False,Temporal Lobe,Cho_et_al
ENSG00000101152,False,Temporal Lobe,Cho_et_al
ENSG00000154914,False,Temporal Lobe,Cho_et_al
ENSG00000034053,False,Temporal Lobe,Cho_et_al
ENSG00000212864,False,Temporal Lobe,Cho_et_al
ENSG00000177614,False,Temporal Lobe,Cho_et_al
ENSG00000163704,False,Temporal Lobe,Cho_et_al
ENSG00000165995,False,Temporal Lobe,Cho_et_al
ENSG00000160949,False,Temporal Lobe,Cho_et_al
ENSG00000148606,False,Temporal Lobe,Cho_et_al
ENSG00000121989,False,Temporal Lobe,Cho_et_al
ENSG00000224713,False,Temporal Lobe,Cho_et_al
ENSG00000153815,False,Temporal Lobe,Cho_et_al
ENSG00000010256,False,Temporal Lobe,Cho_et_al
ENSG00000128594,False,Temporal Lobe,Cho_et_al
ENSG00000178235,False,Temporal Lobe,Cho_et_al
ENSG00000265139,False,Temporal Lobe,Cho_et_al
ENSG00000091157,False,Temporal Lobe,Cho_et_al
ENSG00000155093,False,Temporal Lobe,Cho_et_al
ENSG00000143786,False,Temporal Lobe,Cho_et_al
ENSG00000106327,False,Temporal Lobe,Cho_et_al
ENSG00000148600,False,Temporal Lobe,Cho_et_al
ENSG00000171603,False,Temporal Lobe,Cho_et_al
ENSG00000134575,False,Temporal Lobe,Cho_et_al
ENSG00000133302,False,Temporal Lobe,Cho_et_al
ENSG00000242294,False,Temporal Lobe,Cho_et_al
ENSG00000205356,False,Temporal Lobe,Cho_et_al
ENSG00000266969,False,Temporal Lobe,Cho_et_al
ENSG00000115661,False,Temporal Lobe,Cho_et_al
ENSG00000116544,False,Temporal Lobe,Cho_et_al
ENSG00000100246,False,Temporal Lobe,Cho_et_al
ENSG00000008853,False,Temporal Lobe,Cho_et_al
ENSG00000143156,False,Temporal Lobe,Cho_et_al
ENSG00000182810,False,Temporal Lobe,Cho_et_al
ENSG00000179222,False,Temporal Lobe,Cho_et_al
ENSG00000148925,False,Temporal Lobe,Cho_et_al
ENSG00000169891,False,Temporal Lobe,Cho_et_al
ENSG00000205704,False,Temporal Lobe,Cho_et_al
ENSG00000124702,False,Temporal Lobe,Cho_et_al
ENSG00000228232,False,Temporal Lobe,Cho_et_al
ENSG00000205702,False,Temporal Lobe,Cho_et_al
ENSG00000272444,False,Temporal Lobe,Cho_et_al
ENSG00000227617,False,Temporal Lobe,Cho_et_al
ENSG00000267062,False,Temporal Lobe,Cho_et_al
ENSG00000128203,False,Temporal Lobe,Cho_et_al
ENSG00000241973,False,Temporal Lobe,Cho_et_al
ENSG00000185386,False,Temporal Lobe,Cho_et_al
ENSG00000146151,False,Temporal Lobe,Cho_et_al
ENSG00000130751,False,Temporal Lobe,Cho_et_al
ENSG00000197457,False,Temporal Lobe,Cho_et_al
ENSG00000204241,False,Temporal Lobe,Cho_et_al
ENSG00000231007,False,Temporal Lobe,Cho_et_al
ENSG00000131584,False,Temporal Lobe,Cho_et_al
ENSG00000143067,False,Temporal Lobe,Cho_et_al
ENSG00000178467,False,Temporal Lobe,Cho_et_al
ENSG00000061918,False,Temporal Lobe,Cho_et_al
ENSG00000165238,False,Temporal Lobe,Cho_et_al
ENSG00000261071,False,Temporal Lobe,Cho_et_al
ENSG00000226137,False,Temporal Lobe,Cho_et_al
ENSG00000161082,False,Temporal Lobe,Cho_et_al
ENSG00000104866,False,Temporal Lobe,Cho_et_al
ENSG00000136261,False,Temporal Lobe,Cho_et_al
ENSG00000164619,False,Temporal Lobe,Cho_et_al
ENSG00000072832,False,Temporal Lobe,Cho_et_al
ENSG00000150995,False,Temporal Lobe,Cho_et_al
ENSG00000129946,False,Temporal Lobe,Cho_et_al
ENSG00000162572,False,Temporal Lobe,Cho_et_al
